,creator_name,creator_id,backers_count,blurb,is_starred,category.id,category.name,category.parent_id,category.slug,country,currency,goal,spotlight,staff_pick,state,usd_pledged,usd_type,state_num,launched_at_hr,launched_at_day_in_week,launched_at_day_in_month,launched_at_mo,launched_at_yr,deadline_hr,deadline_day_in_week,deadline_day_in_month,deadline_mo,deadline_yr,created_at_hr,created_at_day_in_week,created_at_day_in_month,created_at_mo,created_at_yr,count,success,launched-created,deadline-launched,pledge_perc
607,Graeme Hawke,156116805,0,"This is a collection of my work so far in life. My poems are my children, sometimes tortured and dark or fun but all reflect life, me.",False,50,Poetry,18.0,publishing,AU,AUD,1300.0,False,False,failed,0.0,international,0,24,3,29,10,2014,1,6,29,11,2014,4,3,29,10,2014,1,False,0,30,0.0
608,Marissa Burrone,611181098,11,Demons and Immortals deeply involved in a forbidden world...ours.,False,47,Fiction,18.0,publishing,US,USD,900.0,True,False,successful,1000.0,international,1,6,5,24,6,2011,2,1,1,8,2011,2,5,24,6,2011,1,True,0,37,111.11111111111111
609,Pulp Literature Press,899865359,206,"Science fiction, fantasy, mystery, contemporary and steampunk thrillers under one cover.  Good books for the price of a beer!",False,47,Fiction,18.0,publishing,CA,CAD,24750.0,True,True,successful,22541.4259448,international,1,15,6,4,10,2014,20,2,2,12,2014,19,4,25,9,2014,1,True,8,59,91.0764684638384
611,Anna Dooland,744463850,146,Under My Skin is story that explores one woman's journey through her sexuality and gender in an entertaining narrative.,False,47,Fiction,18.0,publishing,AU,AUD,1565.0,True,False,successful,5026.5779256000005,international,1,5,5,3,1,2014,5,5,24,1,2014,12,1,30,12,2013,1,True,3,21,321.1870878977636
612,Borgasmord Productions,1470647650,114,"MASON REESE, ALISON ARNGRIM (Little House), ERIN MURPHY (Bewitched), DAWN WELLS (Gilligan's Island) star in a new comedy series.",False,303,Television,11.0,film & video,US,USD,38000.0,True,False,successful,38081.01,domestic,1,22,1,6,10,2014,23,6,15,11,2014,3,3,1,10,2014,1,True,5,40,100.21318421052632
613,Yong Joo Kim,1024173133,108,"Unique, light-weight, and elegant pieces of wearable art for those who believe that art can change the way we see the world.",False,28,Product Design,7.0,design,US,USD,10000.0,True,True,successful,10270.0,international,1,17,5,20,7,2012,17,2,18,9,2012,4,2,8,5,2012,1,True,73,60,102.69999999999999
614,HooligansCO,1077465647,285,Faro goes up against General Forrest in the White House as President Lincoln leads an army to take back the capital from the KKK.,False,250,Comic Books,3.0,comics,US,USD,15000.0,True,False,successful,16445.0,international,1,22,4,29,10,2015,23,1,28,12,2015,21,7,7,6,2015,1,True,144,60,109.63333333333334
615,Keith Martin-Smith,515432201,206,"We were told we could be anything we wanted. We were told to follow our dreams, and the money would follow.  So what happened?",False,47,Fiction,18.0,publishing,US,USD,30000.0,True,False,successful,30225.68,international,1,17,1,15,7,2013,4,6,17,8,2013,23,2,2,7,2013,1,True,12,32,100.75226666666666
617,farm 4.0,720376666,150,"Harness the power of Artificial Intelligence to grow any plants, anywhere you want.  Just pop in a pod, and let Herbot grow it for you!",False,52,Hardware,16.0,technology,US,USD,30000.0,True,False,successful,43620.77,domestic,1,17,2,20,3,2018,17,5,4,5,2018,22,1,15,1,2018,1,True,63,45,145.40256666666667
618,VFX Creative Studios,1714400135,21,"The first compact actor sound system, with wireless control, sound effects and P.A. for Theme Park/Haunt Actors, Cosplay, LARPers, Etc.",False,52,Hardware,16.0,technology,US,USD,27000.0,False,True,failed,4771.0,domestic,0,17,2,3,12,2013,17,4,2,1,2014,15,5,18,10,2013,1,False,46,30,17.67037037037037
620,Amy E,1933862405,62,"A series of short, brightly coloured kids picture books, depicting animals in odd places doing odd things.",False,250,Comic Books,3.0,comics,GB,GBP,650.0,True,True,successful,1254.99079692,international,1,13,1,4,4,2016,13,3,4,5,2016,15,2,22,3,2016,1,True,12,30,193.07550721846155
621,Mel Smith,655538485,39,Printed notebooks featuring fresh and modern patterns from Mel Smith Designs.,False,28,Product Design,7.0,design,GB,GBP,350.0,True,False,successful,783.2034409,international,1,15,6,27,7,2013,15,1,26,8,2013,17,7,21,7,2013,1,True,5,30,223.7724116857143
622,Sean Johnson,1208503971,0,Mix CD Project to initially promote LO CUTZ RECORDS capabilities to the world.,False,39,Hip-Hop,14.0,music,US,USD,10000.0,False,False,failed,0.0,domestic,0,6,1,8,10,2012,7,3,7,11,2012,18,3,19,9,2012,1,False,18,30,0.0
623,Bianca Cheng Costanzo,78643492,947,"A cozy piece of art, inspired by origami, for anyone to have at home.",False,28,Product Design,7.0,design,US,USD,14050.0,True,True,successful,204335.22,international,1,20,5,28,2,2014,19,7,30,3,2014,12,7,29,9,2013,1,True,152,29,1454.343202846975
624,Rebecca Marie Miller,242431969,156,"After many years fronting a band called Brave the Day, and more recently joining The Mynabirds, I am finally making my solo record!!!",False,37,Country & Folk,14.0,music,US,USD,5000.0,True,False,successful,5513.0,international,1,18,5,14,10,2011,5,1,21,11,2011,21,3,21,9,2011,1,True,22,37,110.26
625,AppleHead Toys,1478202891,1,"A DIY Vinyl Figure with an apple shaped head. Fun for artist, kids and any lover of the arts, creativity and apples!",False,25,Sculpture,1.0,art,US,USD,3000.0,False,False,failed,5.0,international,0,2,5,26,10,2012,3,2,25,12,2012,17,2,15,11,2011,1,False,345,60,0.16666666666666669
626,Nervous but Excited,1989580850,110,nbe makes music because it’s in their hearts. find out how you can be a part of the creation of their next studio album.,False,37,Country & Folk,14.0,music,US,USD,6000.0,True,False,successful,7517.0,international,1,18,5,11,2,2011,17,7,13,3,2011,1,4,10,2,2011,1,True,1,29,125.28333333333333
630,Sean Demory,1475856569,35,This campaign will cover the costs of designing and publishing a supernatural noir novella.,False,47,Fiction,18.0,publishing,US,USD,1000.0,True,False,successful,1700.0,international,1,24,3,9,11,2011,24,7,8,1,2012,23,3,9,11,2011,1,True,0,60,170.0
631,Yasmin Sheikh,568465003,125,The Adventures of Luna the Vampire; A full colour comic about the daily struggles of a grumpy space vampire.,False,250,Comic Books,3.0,comics,NL,EUR,3000.0,True,True,successful,4756.5765359,international,1,15,5,30,1,2015,20,2,3,3,2015,8,2,6,1,2015,1,True,24,32,158.55255119666666
633,John H. Kohn,1438234520,4,"A simple, inexpensive device to safely secure a night light to a wall socket to prevent a child from removing it and exposing a socket.",False,52,Hardware,16.0,technology,US,USD,110.0,True,False,successful,111.0,domestic,1,20,2,5,1,2016,20,4,4,2,2016,15,5,27,11,2015,1,True,39,30,100.9090909090909
634,Amber (deleted),1419316928,2,"Help me to create and finish a one of a kind custom horse sculpture, and let me make you something in return!",False,25,Sculpture,1.0,art,US,USD,785.0,False,False,failed,70.0,international,0,21,4,23,2,2012,20,6,24,3,2012,6,6,11,2,2012,1,False,12,29,8.9171974522293
635,Paul,1923745690,49,"A complete battery powered Arduino solution with 3.3V power supply, battery monitoring and two high powered 20V 6.3A MOSFET's on board",False,52,Hardware,16.0,technology,US,USD,3000.0,False,False,failed,1845.0,domestic,0,21,2,23,10,2012,22,4,22,11,2012,19,2,9,10,2012,1,False,14,30,61.5
636,Trevor,542991278,1,Help me start my own studio and receive a sculpture that you'll love to hate and hate to love.,False,25,Sculpture,1.0,art,US,USD,2500.0,False,False,failed,30.0,international,0,23,4,8,9,2016,23,6,8,10,2016,20,3,7,9,2016,1,False,1,30,1.2
637,Michael Coorlim,1758207977,24,The sixth Galvanic Century book is a steampunk mystery set in the American west. It needs a cover.,False,47,Fiction,18.0,publishing,US,USD,60.0,True,False,successful,692.0,international,1,17,1,6,7,2015,17,3,5,8,2015,3,3,29,4,2015,1,True,68,30,1153.3333333333333
638,Robby Cuthbert,1671685486,53,"Beautiful sculptural coffee table, lamp and art, all held together by tension and made from bamboo and steel cable.",False,28,Product Design,7.0,design,US,USD,10000.0,True,False,successful,17926.0,international,1,24,4,13,12,2012,24,6,12,1,2013,23,5,30,11,2012,1,True,13,30,179.26
639,Dedrick Dashan Pitts,1317321588,1,"This ""Summer Heat EP"" almost made me go broke. I'm giving the fans of Hip Hop the ability to download  and donate what you see fit",False,39,Hip-Hop,14.0,music,US,USD,50000.0,False,False,failed,2.0,domestic,0,6,3,3,9,2014,2,5,3,10,2014,2,3,6,8,2014,1,False,28,29,0.004
640,Gabriele Pennacchioli,1913733791,49,Big Cat Anatomy Sculpture. The ideal tool for artists who want to learn animal anatomy.,False,25,Sculpture,1.0,art,US,USD,2400.0,True,True,successful,4798.0,international,1,5,3,15,10,2014,9,7,16,11,2014,18,6,4,10,2014,1,True,10,32,199.91666666666669
641,Jaime Rivera,151873525,0,"I want to write a book of verbal passion, where romance is not dead and the visions of reality and fiction collide gracefully with love",False,50,Poetry,18.0,publishing,US,USD,25000.0,False,False,failed,0.0,international,0,4,4,15,3,2012,21,5,13,4,2012,17,6,18,2,2012,1,False,25,29,0.0
642,Beth Custer,845972859,75,The Beth Custer Ensemble will perform my live score to the rare classic film My Grandmother in the Republic of Georgia in December. ,False,37,Country & Folk,14.0,music,US,USD,3500.0,True,True,successful,3780.0,international,1,20,4,4,11,2010,5,4,2,12,2010,17,3,3,11,2010,1,True,1,27,108.0
643,"Raymond Luke Sr, CEO of LBP",682273319,9,"This talented Broadway star in Motown The Musical, is branching out  to do music. He has a angelic voice that will steel your hearts.",False,322,R&B,14.0,music,US,USD,350000.0,False,False,failed,497.0,international,0,21,1,19,5,2014,3,4,17,7,2014,3,5,2,5,2014,1,False,17,58,0.14200000000000002
644,Artem (deleted),1972224556,2,"Virtual network for people, who are getting real life achievments.",False,342,Web,16.0,technology,NL,EUR,13000.0,False,False,failed,12.9210819,domestic,0,22,6,13,9,2014,22,1,13,10,2014,9,4,11,9,2014,1,False,2,30,0.09939293769230768
645,Nathan Rench,69641124,2,This is a dual-sided gaming table top made to increase the size and quality of a standard card table.,False,270,Gaming Hardware,12.0,games,US,USD,4600.0,False,False,failed,266.0,international,0,3,6,30,4,2016,3,1,30,5,2016,19,4,28,4,2016,1,False,1,30,5.782608695652174
646,Keely Knightley,857031588,13,"Help me bring to life a book of poetry and art work, 'The Beauty Of It All'",False,50,Poetry,18.0,publishing,GB,GBP,1250.0,False,False,failed,381.0301825,international,0,22,3,11,2,2015,21,5,13,3,2015,20,1,26,1,2015,1,False,16,29,30.482414600000002
647,James Farrant,1026040990,1,We design UAV's for professionals and hobbyists. Our goal is to make UAV's that look great and perform amazing!,False,336,Flight,16.0,technology,US,USD,10000.0,False,False,failed,305.0,international,0,21,6,11,4,2015,20,1,18,5,2015,22,7,21,12,2014,1,False,110,36,3.05
648,Ibex,220454068,132,Ibex is raising funds to record their first album.,False,37,Country & Folk,14.0,music,US,USD,5000.0,True,False,successful,5119.0,international,1,24,6,1,2,2014,24,6,1,3,2014,4,3,29,1,2014,1,True,3,28,102.38000000000001
649,Rachel Whalon,111243313,15,A HunterXHunter fanbook that mainly focused on the overly attached Illumi and Killua Zoldyck. Aniki's love is pure and deep.,False,249,Anthologies,3.0,comics,US,USD,2000.0,False,False,failed,666.0,international,0,2,1,2,3,2015,1,3,1,4,2015,21,3,3,12,2014,1,False,88,29,33.300000000000004
650,The Poetry Society of New York,496018697,79,200 poets. 50 series. 5 boroughs. 3 Stages. One City.,False,50,Poetry,18.0,publishing,US,USD,10000.0,True,True,successful,11076.0,international,1,17,4,11,4,2013,5,7,5,5,2013,23,1,1,4,2013,1,True,9,23,110.75999999999999
651,NeuroTek,1987703689,6,Our vision is to read the neural code of the mind and react to it in real-time.,False,52,Hardware,16.0,technology,CA,CAD,10000.0,False,False,failed,120.14381592,domestic,0,21,5,23,1,2015,21,7,22,2,2015,9,3,21,1,2015,1,False,2,30,1.2014381591999999
652,Mariquel & Gaston,1784639413,3370,"LACES OUT, HICKIES IN! Never tie or untie your shoes again. Turn your kicks into slip-ons. Ditch the bows and customize your kicks.",False,28,Product Design,7.0,design,US,USD,25000.0,True,False,successful,159167.12,international,1,16,1,30,4,2012,16,4,14,6,2012,20,1,2,4,2012,1,True,27,45,636.6684799999999
654,TekVenture,506346752,6,"We are building a pedal powered, flying, kinetic sculpture ride. It will debut at the Fort Wayne Regional Maker Faire.",False,25,Sculpture,1.0,art,US,USD,3000.0,False,False,failed,350.0,international,0,16,4,25,8,2011,22,3,14,9,2011,20,4,11,8,2011,1,False,13,20,11.666666666666666
655,Jeremy,858585303,16,American Messiah is a clay sculpture that I'd like to turn into bronze,False,25,Sculpture,1.0,art,US,USD,9500.0,False,False,failed,554.0,international,0,15,3,5,11,2014,15,5,5,12,2014,23,3,3,9,2014,1,False,62,30,5.8315789473684205
656,Jordan Mummert,1188891302,732,Printed by hand on a 1960's letterpress. 100% cotton heavy cardstock.,False,28,Product Design,7.0,design,US,USD,3000.0,True,True,successful,29057.0,international,1,24,3,8,5,2013,24,5,7,6,2013,11,2,7,5,2013,1,True,1,30,968.5666666666666
657,Battle Victorious,449763357,60,"We need your help to make the physical CD and packaging a reality on our upcoming album ""On and On"". (16 songs and lots of love!)",False,37,Country & Folk,14.0,music,US,USD,1600.0,True,False,successful,1832.01,international,1,20,5,23,9,2011,20,7,23,10,2011,24,6,10,9,2011,1,True,12,30,114.500625
658,Justin P. Moore,1971445993,414,100+ vegan recipes inspired by my travels to nearly 40 countries. Grow the global veg scene!,False,315,Vegan,10.0,food,US,USD,8500.0,True,True,successful,11888.42,international,1,16,1,28,1,2013,16,3,27,2,2013,12,5,11,1,2013,1,True,17,30,139.86376470588235
660,Pat Rat,459926813,0,Northend Bombers needs a little seed money to get in the studio and make some good quality merch.,False,321,Punk,14.0,music,US,USD,300.0,False,False,failed,0.0,international,0,21,3,31,8,2016,21,5,30,9,2016,10,2,30,8,2016,1,False,1,30,0.0
662,Van Cruz,797429694,0,One Day We Will Look Back On Our Moments In Life And Know It Wasn't All Meanless.,False,39,Hip-Hop,14.0,music,US,USD,10000.0,False,False,failed,0.0,domestic,0,15,4,30,5,2013,15,1,29,7,2013,3,5,17,5,2013,1,False,13,60,0.0
663,Martin MrCreator Colton,148816506,23,This is the future for movies & its starting here!,False,342,Web,16.0,technology,GB,GBP,10000.0,False,False,failed,2194.52232687,domestic,0,20,5,1,8,2014,20,2,30,9,2014,16,1,2,6,2014,1,False,60,60,21.9452232687
665,Imani Eiland,191353667,2,I'll be creating my first 5 track EP along with my first music video.,False,322,R&B,14.0,music,US,USD,5000.0,False,False,failed,50.0,international,0,19,4,24,8,2017,19,6,23,9,2017,18,4,24,8,2017,1,False,0,30,1.0
666,Daniel Myers,1097287433,37,A book of poems and meditations inspired by the 2015-16 Chicago Bulls--written by Daniel Myers. Cover Art by Casey Polacheck.,False,50,Poetry,18.0,publishing,US,USD,500.0,True,False,successful,1585.0,international,1,21,1,5,12,2016,21,1,26,12,2016,4,5,20,5,2016,1,True,199,21,317.0
668,Master Plot Comics,123380064,61,"More action, more demons, and more spilled blood.  Bullets & Angels: Roary Issue #3.",False,250,Comic Books,3.0,comics,US,USD,1500.0,True,False,successful,1718.0,international,1,23,6,19,9,2015,1,7,4,10,2015,20,2,15,9,2015,1,True,4,14,114.53333333333333
669,Mo Phillips,1875173061,97,Mo Phillips is going back into the studio to bring some super fresh jams to families for a mind blowingly good time.,False,37,Country & Folk,14.0,music,US,USD,5000.0,True,False,successful,5685.0,international,1,18,3,31,8,2011,18,5,30,9,2011,19,1,8,8,2011,1,True,22,30,113.7
672,PASS Consulting Group // Florian Brand,1333070359,10,Pasometo is a cutting-edge communication tool which enables you to merge social channels and provides relevant information at a glance.,False,342,Web,16.0,technology,US,USD,25000.0,False,False,failed,271.0,domestic,0,11,2,17,12,2013,11,6,15,2,2014,13,2,22,10,2013,1,False,55,60,1.084
675,Ben Dunn,132143500,139,"Explore the demented mind of NINJA HIGH SCHOOL creator BEN DUNN! 96 pages of sketches, commissions and rare unpublished artwork!",False,249,Anthologies,3.0,comics,US,USD,3500.0,True,False,successful,6779.25,international,1,18,6,10,10,2015,19,1,9,11,2015,17,6,10,10,2015,1,True,0,30,193.69285714285712
676,Mantel,605141371,9,Mantel Soul! Producing music that you don't only listen to but you experience...,False,322,R&B,14.0,music,US,USD,5000.0,False,False,failed,583.0,international,0,15,5,16,9,2016,4,6,22,10,2016,18,5,17,1,2014,1,False,972,35,11.66
679,Alexander Winn,818765486,12,"A new website that lets you review, promote, and discover the best websites, online businesses, video games, comics, blogs, and more!",False,342,Web,16.0,technology,US,USD,10000.0,False,False,failed,1356.0,domestic,0,23,1,18,8,2014,23,3,17,9,2014,23,5,25,7,2014,1,False,24,30,13.56
680,Devils Payroll vinyl LP,1448287405,2,"A Double Vinyl record \r
One record BRAND NEW MATERIAL 13 songs\r
One records 13 songs previously recorded never available for streaming",False,321,Punk,14.0,music,US,USD,5500.0,False,False,failed,110.0,international,0,19,1,29,5,2017,12,1,19,6,2017,16,4,11,5,2017,1,False,18,20,2.0
